"Type","TimeType","Count","Quantile.0.","Quantile.5.","Quantile.10.","Quantile.15.","Quantile.20.","Quantile.25.","Quantile.30.","Quantile.35.","Quantile.40.","Quantile.45.","Quantile.50.","Quantile.55.","Quantile.60.","Quantile.65.","Quantile.70.","Quantile.75.","Quantile.80.","Quantile.85.","Quantile.90.","Quantile.95.","Quantile.100.","state","state_code","state_name"
"PSC","TPA",4575,0.07,0.43,0.52,0.57,0.62,0.67,0.72,0.77,0.81,0.85,0.88,0.93,0.98,1.05,1.12,1.22,1.32,1.45,1.65,2.04,11.52,"OH","39","Ohio"
"Mothership","TPA",2552,0.05,0.35,0.4,0.47,0.5,0.53,0.58,0.63,0.68,0.72,0.78,0.83,0.88,0.95,1.02,1.1,1.22,1.37,1.6,2.09,7.38,"OH","39","Ohio"
"Mothership","MT(TPA)",518,0.03,0.4,0.52,0.63,0.72,0.77,0.85,0.9,0.97,1.02,1.08,1.15,1.2,1.27,1.35,1.43,1.55,1.75,2.07,2.52,11.12,"OH","39","Ohio"
"Mothership","MT(No TPA)",1444,0.02,0.25,0.37,0.52,0.63,0.77,0.9,1.08,1.2,1.3,1.4,1.5,1.65,1.77,1.88,2.07,2.29,2.64,3.02,4.16,11.92,"OH","39","Ohio"
"Transfer","TPA",58,0.07,0.12,0.21,0.26,0.3,0.32,0.33,0.35,0.38,0.4,0.49,0.56,0.6,0.63,0.66,0.74,0.87,0.94,1.32,1.85,2.25,"OH","39","Ohio"
"Transfer","MT",1052,0.02,0.33,0.45,0.56,0.65,0.73,0.82,0.92,0.98,1.05,1.15,1.25,1.34,1.43,1.55,1.68,1.85,2.03,2.35,3.22,11.92,"OH","39","Ohio"
"Transfer","Transfer",8198,0.02,0.17,0.27,0.33,0.4,0.45,0.49,0.53,0.58,0.63,0.7,0.77,0.83,0.93,1.03,1.2,1.45,1.98,3.93,8.92,11.97,"OH","39","Ohio"
"PSC","TPA",829,0.07,0.35,0.45,0.52,0.57,0.63,0.67,0.72,0.77,0.82,0.87,0.92,0.98,1.05,1.13,1.22,1.35,1.47,1.67,2.01,4.65,"OK","40","Oklahoma"
"Mothership","TPA",753,0.18,0.36,0.4,0.43,0.47,0.5,0.54,0.57,0.6,0.65,0.68,0.73,0.77,0.82,0.88,0.93,1.03,1.13,1.33,1.8,5.1,"OK","40","Oklahoma"
"Mothership","MT(TPA)",144,0.12,0.44,0.5,0.55,0.61,0.7,0.8,0.88,0.92,0.96,1.03,1.08,1.17,1.25,1.32,1.43,1.55,1.65,1.86,2.19,8.78,"OK","40","Oklahoma"
"Mothership","MT(No TPA)",201,0.43,0.85,0.97,1.1,1.28,1.37,1.45,1.5,1.6,1.67,1.78,1.9,2.02,2.13,2.2,2.3,2.5,2.83,3.22,5.17,10.9,"OK","40","Oklahoma"
"Transfer","TPA",21,0.2,0.25,0.28,0.32,0.32,0.42,0.45,0.47,0.5,0.52,0.53,0.55,0.57,0.58,0.65,0.7,0.75,1.08,1.18,1.23,1.6,"OK","40","Oklahoma"
"Transfer","MT",205,0.02,0.15,0.31,0.42,0.5,0.63,0.69,0.84,0.95,1.05,1.17,1.23,1.33,1.43,1.55,1.72,1.87,2.09,2.5,3.18,9.42,"OK","40","Oklahoma"
"Transfer","Transfer",2936,0.02,0.15,0.28,0.38,0.48,0.57,0.63,0.7,0.77,0.83,0.92,1,1.1,1.25,1.43,1.67,2.02,2.5,3.72,6.65,11.98,"OK","40","Oklahoma"
"PSC","TPA",663,0.25,0.45,0.52,0.58,0.63,0.67,0.7,0.73,0.78,0.82,0.85,0.9,0.95,1.02,1.08,1.17,1.29,1.43,1.65,2.05,4.33,"OR","41","Oregon"
"Mothership","TPA",232,0.2,0.38,0.42,0.43,0.48,0.53,0.57,0.58,0.63,0.68,0.72,0.75,0.78,0.82,0.86,0.95,1.02,1.11,1.25,1.56,2.78,"OR","41","Oregon"
"Mothership","MT(TPA)",100,0.08,0.17,0.33,0.45,0.58,0.65,0.7,0.74,0.84,0.93,0.97,1.04,1.15,1.21,1.26,1.32,1.47,1.66,2.07,2.23,3.47,"OR","41","Oregon"
"Mothership","MT(No TPA)",219,0.07,0.35,0.52,0.65,0.74,0.87,0.97,1.05,1.12,1.22,1.3,1.45,1.55,1.69,1.85,1.93,2.05,2.2,2.48,3.22,9.02,"OR","41","Oregon"
"Transfer","TPA",7,0.63,0.73,0.82,0.92,1.03,1.14,1.26,1.44,1.75,2.07,2.38,2.53,2.68,2.83,3.06,3.32,3.58,3.83,4.05,4.28,4.5,"OR","41","Oregon"
"Transfer","MT",436,0.02,0.23,0.3,0.42,0.48,0.55,0.6,0.65,0.7,0.75,0.83,0.88,0.95,1,1.09,1.2,1.33,1.51,1.85,2.49,10.03,"OR","41","Oregon"
"Transfer","Transfer",3751,0.02,0.23,0.32,0.38,0.43,0.47,0.5,0.55,0.62,0.68,0.75,0.83,0.95,1.05,1.2,1.42,1.68,2.07,2.58,4.55,11.97,"OR","41","Oregon"
"PSC","TPA",7656,0.02,0.45,0.53,0.6,0.67,0.72,0.75,0.8,0.85,0.9,0.95,1,1.07,1.13,1.22,1.3,1.42,1.55,1.77,2.18,11.58,"PA","42","Pennsylvania"
"Mothership","TPA",3858,0.02,0.37,0.45,0.5,0.53,0.57,0.62,0.65,0.68,0.73,0.77,0.82,0.87,0.93,1,1.08,1.18,1.32,1.57,1.98,10.98,"PA","42","Pennsylvania"
"Mothership","MT(TPA)",897,0.02,0.3,0.42,0.5,0.57,0.62,0.67,0.72,0.78,0.83,0.88,0.97,1.03,1.12,1.2,1.32,1.42,1.58,1.85,2.44,10.1,"PA","42","Pennsylvania"
"Mothership","MT(No TPA)",1821,0.02,0.58,0.77,0.9,1.03,1.15,1.23,1.33,1.42,1.52,1.62,1.7,1.82,1.93,2.07,2.2,2.42,2.72,3.22,4.6,11.88,"PA","42","Pennsylvania"
"Transfer","TPA",68,0.03,0.17,0.29,0.33,0.36,0.4,0.47,0.52,0.6,0.67,0.7,0.78,0.81,0.88,0.93,1,1.07,1.18,1.21,1.96,8.6,"PA","42","Pennsylvania"
"Transfer","MT",3156,0.02,0.2,0.28,0.33,0.4,0.45,0.52,0.57,0.62,0.67,0.73,0.8,0.87,0.97,1.08,1.23,1.4,1.63,1.98,2.52,11.92,"PA","42","Pennsylvania"
"Transfer","Transfer",16130,0.02,0.18,0.28,0.35,0.4,0.43,0.48,0.53,0.58,0.65,0.72,0.78,0.87,0.97,1.08,1.23,1.45,1.87,3.02,7.75,11.98,"PA","42","Pennsylvania"
"PSC","TPA",387,0.02,0.4,0.48,0.52,0.57,0.63,0.67,0.72,0.77,0.8,0.83,0.89,0.95,1,1.07,1.14,1.23,1.32,1.49,1.88,4.18,"PR","72","Puerto Rico"
"Mothership","TPA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR","72","Puerto Rico"
"Mothership","MT(TPA)",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR","72","Puerto Rico"
"Mothership","MT(No TPA)",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR","72","Puerto Rico"
"Transfer","TPA",70,0.23,0.37,0.45,0.5,0.52,0.58,0.62,0.64,0.72,0.73,0.76,0.78,0.81,0.88,0.92,0.97,1.04,1.19,1.42,1.64,2,"PR","72","Puerto Rico"
"Transfer","MT",24,0.02,0.22,0.7,0.79,0.91,1.03,1.07,1.09,1.22,1.34,1.42,1.43,1.66,2.05,2.21,2.55,3.61,5.01,5.29,5.46,5.72,"PR","72","Puerto Rico"
"Transfer","Transfer",1735,0.03,0.48,0.68,0.8,0.92,1.02,1.17,1.3,1.47,1.63,1.78,1.97,2.16,2.35,2.63,3,3.45,3.97,4.99,7.55,11.98,"PR","72","Puerto Rico"
"PSC","TPA",391,0.12,0.64,0.72,0.79,0.85,0.89,0.95,1,1.07,1.12,1.2,1.28,1.38,1.48,1.58,1.67,1.82,1.99,2.28,2.71,10.55,"RI","44","Rhode Island"
"Mothership","TPA",861,0.25,0.43,0.47,0.5,0.53,0.57,0.6,0.63,0.67,0.72,0.75,0.8,0.83,0.88,0.97,1.03,1.12,1.28,1.57,2.02,9.45,"RI","44","Rhode Island"
"Mothership","MT(TPA)",219,0.02,0.23,0.37,0.45,0.49,0.55,0.58,0.63,0.65,0.73,0.77,0.85,0.88,0.95,1,1.06,1.19,1.32,1.47,1.77,4.22,"RI","44","Rhode Island"
"Mothership","MT(No TPA)",390,0.13,0.68,0.9,0.99,1.08,1.15,1.21,1.27,1.31,1.38,1.45,1.55,1.62,1.68,1.78,1.9,2.1,2.32,2.9,3.83,10.78,"RI","44","Rhode Island"
"Transfer","TPA",19,0.22,0.29,0.37,0.46,0.52,0.54,0.56,0.62,0.74,0.79,0.83,0.86,0.91,0.92,0.97,1,1.01,1.03,1.07,1.21,2.2,"RI","44","Rhode Island"
"Transfer","MT",324,0.1,0.32,0.38,0.42,0.47,0.52,0.55,0.58,0.62,0.67,0.77,0.87,1.05,1.13,1.32,1.42,1.63,1.92,2.16,2.66,9.88,"RI","44","Rhode Island"
"Transfer","Transfer",1090,0.02,0.12,0.18,0.25,0.33,0.44,0.57,0.67,0.77,0.88,1.04,1.22,1.5,1.91,2.78,4.18,7.01,8.99,10.32,11.2,11.97,"RI","44","Rhode Island"
"PSC","TPA",1867,0.08,0.42,0.53,0.58,0.62,0.67,0.72,0.75,0.78,0.83,0.88,0.93,0.98,1.03,1.1,1.18,1.3,1.45,1.7,2.14,9.82,"SC","45","South Carolina"
"Mothership","TPA",1690,0.05,0.22,0.27,0.28,0.32,0.37,0.4,0.43,0.48,0.52,0.55,0.58,0.65,0.7,0.77,0.85,0.95,1.07,1.28,1.65,4.42,"SC","45","South Carolina"
"Mothership","MT(TPA)",457,0.02,0.17,0.28,0.39,0.47,0.53,0.57,0.62,0.68,0.73,0.78,0.83,0.88,0.97,1.02,1.1,1.2,1.28,1.41,1.66,9.98,"SC","45","South Carolina"
"Mothership","MT(No TPA)",678,0.03,0.62,0.77,0.86,0.97,1.05,1.13,1.18,1.25,1.28,1.37,1.43,1.52,1.58,1.65,1.77,1.88,2.08,2.4,3.37,11.7,"SC","45","South Carolina"
"Transfer","TPA",22,0.23,0.25,0.32,0.32,0.34,0.38,0.39,0.41,0.42,0.46,0.52,0.57,0.61,0.71,0.79,0.82,0.89,0.93,1.01,1.11,2.05,"SC","45","South Carolina"
"Transfer","MT",922,0.02,0.05,0.12,0.22,0.37,0.43,0.52,0.58,0.68,0.77,0.83,0.95,1.05,1.15,1.23,1.33,1.43,1.58,1.78,2.25,9.9,"SC","45","South Carolina"
"Transfer","Transfer",5966,0.02,0.27,0.37,0.45,0.52,0.58,0.63,0.7,0.77,0.85,0.93,1.02,1.12,1.25,1.42,1.68,2.17,3.4,6.1,10.01,11.98,"SC","45","South Carolina"
"PSC","TPA",223,0.05,0.47,0.54,0.59,0.65,0.68,0.72,0.77,0.83,0.87,0.92,0.95,1,1.05,1.1,1.2,1.33,1.48,1.66,2.13,3.6,"SD","46","South Dakota"
"Mothership","TPA",76,0.15,0.42,0.45,0.52,0.53,0.6,0.63,0.67,0.7,0.73,0.76,0.79,0.85,0.9,0.95,1.01,1.12,1.29,1.81,2.28,3.22,"SD","46","South Dakota"
"Mothership","MT(TPA)",11,0.55,0.64,0.73,0.76,0.78,0.79,0.8,0.82,0.83,0.86,0.88,1.03,1.18,1.26,1.33,1.42,1.5,1.61,1.72,1.74,1.77,"SD","46","South Dakota"
"Mothership","MT(No TPA)",56,0.58,0.68,0.87,0.93,0.98,1.04,1.09,1.19,1.28,1.35,1.49,1.55,1.62,1.63,1.69,1.77,1.93,2.06,2.18,2.47,3,"SD","46","South Dakota"
"Transfer","TPA",1,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,"SD","46","South Dakota"
"Transfer","MT",55,0.18,0.41,0.43,0.47,0.48,0.5,0.53,0.57,0.59,0.62,0.67,0.8,0.89,0.98,1.05,1.16,1.28,1.42,1.53,1.71,4.4,"SD","46","South Dakota"
"Transfer","Transfer",234,0.17,0.43,0.54,0.6,0.68,0.75,0.83,0.9,1,1.13,1.26,1.42,1.53,1.69,2.07,2.67,4.19,7.26,9.44,10.59,11.82,"SD","46","South Dakota"
"PSC","TPA",3485,0.05,0.42,0.5,0.55,0.6,0.65,0.7,0.73,0.78,0.83,0.88,0.94,1,1.07,1.15,1.25,1.35,1.5,1.75,2.18,7.43,"TN","47","Tennessee"
"Mothership","TPA",2569,0.03,0.3,0.35,0.4,0.43,0.47,0.5,0.53,0.57,0.58,0.63,0.67,0.72,0.77,0.82,0.88,0.95,1.03,1.2,1.61,10.25,"TN","47","Tennessee"
"Mothership","MT(TPA)",652,0.02,0.33,0.43,0.5,0.57,0.61,0.68,0.72,0.77,0.8,0.87,0.92,0.97,1.02,1.08,1.15,1.23,1.34,1.6,1.95,11.83,"TN","47","Tennessee"
"Mothership","MT(No TPA)",968,0.02,0.78,0.93,1.03,1.1,1.18,1.25,1.32,1.37,1.43,1.5,1.55,1.63,1.71,1.82,1.9,2.02,2.23,2.64,3.69,11.8,"TN","47","Tennessee"
"Transfer","TPA",83,0.15,0.2,0.27,0.33,0.46,0.53,0.56,0.59,0.64,0.67,0.7,0.74,0.8,0.89,0.97,1.04,1.14,1.46,1.97,2.5,10.93,"TN","47","Tennessee"
"Transfer","MT",1630,0.02,0.15,0.23,0.3,0.38,0.48,0.55,0.63,0.73,0.83,0.95,1.03,1.12,1.22,1.32,1.42,1.55,1.74,2.05,2.65,11.97,"TN","47","Tennessee"
"Transfer","Transfer",12113,0.02,0.3,0.43,0.52,0.6,0.68,0.75,0.83,0.92,1,1.08,1.18,1.3,1.42,1.57,1.77,2.02,2.38,3,5.1,11.95,"TN","47","Tennessee"
"PSC","TPA",8600,0.02,0.37,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.08,1.18,1.3,1.45,1.68,2.15,9.28,"TX","48","Texas"
"Mothership","TPA",3685,0.05,0.35,0.42,0.47,0.52,0.57,0.6,0.65,0.68,0.72,0.77,0.8,0.87,0.92,0.98,1.05,1.15,1.28,1.52,1.9,11.33,"TX","48","Texas"
"Mothership","MT(TPA)",846,0.02,0.28,0.41,0.5,0.57,0.62,0.68,0.73,0.82,0.88,0.95,1.03,1.1,1.19,1.28,1.37,1.47,1.62,1.83,2.21,9.12,"TX","48","Texas"
"Mothership","MT(No TPA)",1647,0.02,0.53,0.79,0.93,1.05,1.17,1.27,1.35,1.45,1.53,1.63,1.73,1.85,1.97,2.08,2.22,2.42,2.67,3.16,4.56,11.63,"TX","48","Texas"
"Transfer","TPA",181,0.1,0.28,0.35,0.4,0.47,0.55,0.58,0.63,0.72,0.75,0.82,0.87,0.92,0.97,1.02,1.1,1.33,1.52,1.68,2.05,4.37,"TX","48","Texas"
"Transfer","MT",2556,0.02,0.32,0.43,0.52,0.6,0.67,0.73,0.8,0.87,0.95,1.03,1.12,1.22,1.33,1.45,1.58,1.77,2.05,2.38,3.08,11.15,"TX","48","Texas"
"Transfer","Transfer",17330,0.02,0.2,0.3,0.38,0.45,0.52,0.6,0.67,0.73,0.82,0.92,1.03,1.17,1.33,1.55,1.9,2.42,3.27,5.08,9.18,11.98,"TX","48","Texas"
"PSC","TPA",691,0.17,0.32,0.37,0.42,0.45,0.48,0.52,0.57,0.6,0.63,0.68,0.72,0.77,0.8,0.87,0.92,1,1.1,1.25,1.62,4.5,"UT","49","Utah"
"Mothership","TPA",475,0.17,0.3,0.33,0.38,0.4,0.42,0.45,0.48,0.52,0.55,0.58,0.62,0.67,0.72,0.8,0.9,0.98,1.08,1.23,1.62,8.92,"UT","49","Utah"
"Mothership","MT(TPA)",134,0.23,0.57,0.65,0.77,0.8,0.87,0.92,0.98,1.05,1.1,1.14,1.2,1.25,1.3,1.35,1.41,1.5,1.63,1.8,2.1,5.38,"UT","49","Utah"
"Mothership","MT(No TPA)",117,0.18,0.58,0.85,1.01,1.14,1.23,1.41,1.55,1.62,1.68,1.77,1.81,1.84,1.89,1.99,2.07,2.25,2.57,2.83,3.72,8.75,"UT","49","Utah"
"Transfer","TPA",13,0.27,0.38,0.46,0.49,0.52,0.55,0.56,0.61,0.74,0.81,0.85,0.86,0.87,0.88,0.9,0.93,1.08,1.2,1.26,1.38,1.52,"UT","49","Utah"
"Transfer","MT",223,0.02,0.2,0.34,0.42,0.53,0.6,0.65,0.71,0.77,0.83,0.92,1.02,1.08,1.15,1.25,1.33,1.49,1.71,1.95,2.51,4.63,"UT","49","Utah"
"Transfer","Transfer",1755,0.02,0.28,0.38,0.47,0.52,0.57,0.62,0.7,0.77,0.85,0.97,1.12,1.3,1.52,1.83,2.25,2.97,3.91,6.09,9.91,11.98,"UT","49","Utah"
"PSC","TPA",2408,0.03,0.4,0.48,0.53,0.6,0.63,0.7,0.73,0.78,0.83,0.88,0.93,0.98,1.05,1.13,1.23,1.33,1.47,1.65,2.03,5.43,"VA","51","Virginia"
"Mothership","TPA",1475,0.12,0.3,0.35,0.4,0.45,0.5,0.53,0.58,0.62,0.65,0.7,0.75,0.8,0.87,0.93,1,1.12,1.25,1.46,1.73,9.58,"VA","51","Virginia"
"Mothership","MT(TPA)",312,0.05,0.28,0.43,0.57,0.67,0.75,0.82,0.88,0.92,1,1.08,1.15,1.23,1.32,1.37,1.47,1.59,1.74,1.96,2.21,7.83,"VA","51","Virginia"
"Mothership","MT(No TPA)",826,0.08,0.33,0.53,0.73,0.9,1.08,1.22,1.31,1.42,1.52,1.61,1.7,1.82,1.93,2.05,2.18,2.38,2.63,3.02,3.9,10.05,"VA","51","Virginia"
"Transfer","TPA",15,0.3,0.33,0.36,0.39,0.41,0.48,0.56,0.58,0.63,0.68,0.72,0.74,0.76,0.77,0.79,0.88,1.02,1.28,1.51,1.63,1.63,"VA","51","Virginia"
"Transfer","MT",1085,0.02,0.14,0.23,0.28,0.33,0.37,0.4,0.43,0.48,0.53,0.57,0.62,0.67,0.75,0.83,0.95,1.09,1.27,1.55,2,11.18,"VA","51","Virginia"
"Transfer","Transfer",6769,0.02,0.17,0.27,0.33,0.38,0.43,0.48,0.52,0.58,0.63,0.7,0.78,0.87,0.97,1.08,1.25,1.42,1.7,2.43,4.95,11.97,"VA","51","Virginia"
"PSC","TPA",93,0.45,0.61,0.67,0.7,0.74,0.78,0.82,0.84,0.89,0.94,0.97,1,1.05,1.08,1.13,1.23,1.29,1.47,1.58,2.08,3.17,"VT","50","Vermont"
"Mothership","TPA",642,0.02,0.47,0.58,0.62,0.65,0.72,0.75,0.8,0.83,0.88,0.94,1,1.07,1.13,1.2,1.32,1.42,1.6,1.78,2.45,5.92,"VT","50","Vermont"
"Mothership","MT(TPA)",166,0.17,0.56,0.75,0.88,0.98,1.07,1.11,1.17,1.23,1.28,1.34,1.4,1.45,1.58,1.7,1.8,1.88,2.07,2.18,2.98,5.43,"VT","50","Vermont"
"Mothership","MT(No TPA)",471,0.55,0.99,1.18,1.38,1.53,1.67,1.77,1.85,1.98,2.13,2.23,2.37,2.52,2.68,2.8,2.99,3.32,3.66,4.32,5.1,10.23,"VT","50","Vermont"
"Transfer","TPA",3,0.45,0.49,0.53,0.56,0.6,0.64,0.68,0.72,0.76,0.79,0.83,0.96,1.09,1.22,1.35,1.48,1.61,1.74,1.87,2,2.13,"VT","50","Vermont"
"Transfer","MT",100,0.17,0.4,0.48,0.55,0.58,0.63,0.66,0.73,0.78,0.91,0.93,0.99,1.06,1.12,1.21,1.3,1.49,1.7,2.18,2.57,10.95,"VT","50","Vermont"
"Transfer","Transfer",486,0.02,0.48,0.62,0.75,0.88,1.03,1.15,1.23,1.37,1.54,1.73,1.9,2.25,2.58,3.04,3.8,4.47,6.51,9.03,10.98,11.97,"VT","50","Vermont"
"PSC","TPA",1374,0.08,0.43,0.48,0.53,0.57,0.62,0.66,0.68,0.73,0.78,0.82,0.87,0.9,0.97,1.03,1.1,1.2,1.33,1.55,1.98,7.22,"WA","53","Washington"
"Mothership","TPA",232,0.2,0.38,0.42,0.43,0.48,0.53,0.57,0.58,0.63,0.68,0.72,0.75,0.78,0.82,0.86,0.95,1.02,1.11,1.25,1.56,2.78,"WA","53","Washington"
"Mothership","MT(TPA)",100,0.08,0.17,0.33,0.45,0.58,0.65,0.7,0.74,0.84,0.93,0.97,1.04,1.15,1.21,1.26,1.32,1.47,1.66,2.07,2.23,3.47,"WA","53","Washington"
"Mothership","MT(No TPA)",219,0.07,0.35,0.52,0.65,0.74,0.87,0.97,1.05,1.12,1.22,1.3,1.45,1.55,1.69,1.85,1.93,2.05,2.2,2.48,3.22,9.02,"WA","53","Washington"
"Transfer","TPA",13,0.3,0.36,0.42,0.48,0.53,0.58,0.65,0.71,0.73,0.73,0.73,0.89,1.06,1.25,1.46,1.68,1.85,2.06,2.35,2.7,3.08,"WA","53","Washington"
"Transfer","MT",367,0.05,0.17,0.27,0.3,0.35,0.42,0.48,0.52,0.59,0.7,0.75,0.83,0.92,1,1.12,1.26,1.46,1.77,1.98,2.37,11.12,"WA","53","Washington"
"Transfer","Transfer",3139,0.02,0.18,0.3,0.38,0.45,0.51,0.55,0.6,0.67,0.72,0.78,0.87,0.97,1.13,1.35,1.62,2.07,2.71,3.88,7.02,11.97,"WA","53","Washington"
"PSC","TPA",1861,0.12,0.43,0.5,0.57,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.07,1.13,1.22,1.32,1.45,1.6,1.82,2.28,7.28,"WI","55","Wisconsin"
"Mothership","TPA",556,0.12,0.32,0.37,0.42,0.47,0.5,0.55,0.58,0.65,0.72,0.8,0.85,0.92,0.98,1.03,1.12,1.22,1.37,1.58,1.98,3.47,"WI","55","Wisconsin"
"Mothership","MT(TPA)",136,0.02,0.47,0.68,0.84,0.97,1,1.05,1.12,1.15,1.23,1.26,1.33,1.38,1.5,1.62,1.75,1.87,1.98,2.22,3.08,4.38,"WI","55","Wisconsin"
"Mothership","MT(No TPA)",329,0.02,0.37,0.53,0.85,1.09,1.23,1.52,1.6,1.75,1.83,1.93,2.04,2.13,2.27,2.39,2.55,2.79,2.93,3.29,4.35,11.03,"WI","55","Wisconsin"
"Transfer","TPA",29,0.12,0.28,0.35,0.37,0.4,0.45,0.46,0.47,0.49,0.55,0.63,0.67,0.71,0.77,0.94,1.03,1.16,1.45,1.53,1.7,2.45,"WI","55","Wisconsin"
"Transfer","MT",1103,0.02,0.2,0.27,0.32,0.38,0.45,0.5,0.58,0.67,0.77,0.82,0.9,1,1.12,1.23,1.36,1.53,1.73,2,2.47,10.17,"WI","55","Wisconsin"
"Transfer","Transfer",6735,0.02,0.23,0.33,0.42,0.48,0.52,0.57,0.62,0.68,0.73,0.8,0.85,0.92,1,1.07,1.17,1.28,1.48,1.87,3.27,11.98,"WI","55","Wisconsin"
"PSC","TPA",616,0.17,0.55,0.67,0.75,0.83,0.88,0.95,0.98,1.03,1.13,1.18,1.27,1.35,1.45,1.52,1.62,1.75,1.95,2.28,2.57,4.28,"WV","54","West Virginia"
"Mothership","TPA",337,0.12,0.36,0.4,0.43,0.47,0.5,0.52,0.55,0.58,0.62,0.65,0.68,0.72,0.77,0.8,0.85,0.9,0.96,1.06,1.27,1.97,"WV","54","West Virginia"
"Mothership","MT(TPA)",76,0.07,0.2,0.32,0.35,0.4,0.42,0.46,0.48,0.52,0.58,0.6,0.63,0.7,0.71,0.77,0.8,0.93,1,1.11,1.49,5.82,"WV","54","West Virginia"
"Mothership","MT(No TPA)",133,0.13,0.35,0.59,0.72,0.8,0.85,0.95,1.05,1.12,1.17,1.22,1.32,1.38,1.4,1.5,1.57,1.7,1.8,1.92,2.32,8.9,"WV","54","West Virginia"
"Transfer","TPA",16,0.43,0.5,0.53,0.54,0.57,0.57,0.6,0.66,0.75,0.76,0.77,0.8,0.83,0.86,0.91,1.09,1.52,2.18,3.28,4.45,5.32,"WV","54","West Virginia"
"Transfer","MT",168,0.05,0.18,0.25,0.33,0.38,0.47,0.57,0.67,0.79,0.87,0.91,1.07,1.15,1.23,1.28,1.38,1.48,1.62,1.87,2.27,8.32,"WV","54","West Virginia"
"Transfer","Transfer",1930,0.02,0.34,0.45,0.55,0.62,0.7,0.77,0.83,0.93,1.02,1.1,1.23,1.37,1.57,1.79,2.03,2.32,2.73,3.84,6.65,11.97,"WV","54","West Virginia"
"PSC","TPA",183,0.23,0.35,0.42,0.45,0.5,0.53,0.58,0.63,0.65,0.68,0.73,0.77,0.82,0.92,1,1.07,1.22,1.3,1.56,2.31,3.93,"WY","56","Wyoming"
"Mothership","TPA",206,0.02,0.25,0.32,0.37,0.4,0.42,0.44,0.47,0.52,0.57,0.65,0.7,0.75,0.8,0.85,0.95,1,1.14,1.39,1.67,4.17,"WY","56","Wyoming"
"Mothership","MT(TPA)",24,0.15,0.19,0.31,0.32,0.35,0.38,0.4,0.42,0.52,0.58,0.63,0.68,0.77,0.8,0.85,0.86,0.9,0.97,1.13,1.25,1.85,"WY","56","Wyoming"
"Mothership","MT(No TPA)",71,0.28,0.64,0.72,0.77,0.8,0.88,0.9,0.95,1.02,1.05,1.07,1.11,1.17,1.2,1.23,1.26,1.33,1.57,2.2,3.96,9.33,"WY","56","Wyoming"
"Transfer","TPA",6,0.57,0.58,0.6,0.62,0.63,0.63,0.63,0.63,0.63,0.66,0.69,0.72,0.75,0.75,0.76,0.76,0.77,0.81,0.85,0.89,0.93,"WY","56","Wyoming"
"Transfer","MT",16,0.25,0.55,0.71,0.78,0.8,0.81,0.85,0.89,0.9,0.92,0.94,0.96,1,1.01,1.07,1.2,1.4,1.65,2.23,4.35,9.25,"WY","56","Wyoming"
"Transfer","Transfer",167,0.1,0.31,0.85,0.97,1.07,1.13,1.18,1.27,1.33,1.38,1.48,1.58,1.68,1.8,2.13,2.5,2.91,3.68,7.54,9.73,11.9,"WY","56","Wyoming"
